Plot_ID,AOS_year,AOS_pest,AOS_severity,Burn_status,dNBR_count,dNBR_mean,dNBR_median,dNBR_min,dNBR_max,dNBR_range,Fire_ID,Fire_Name,CBI_A,CBI_B,CBI_C,CBC_D,CBI_US,CBI_OS,CBI_TOT,Elevation,Aspect,Slope_%,UTM_E,UTM_N,UTM_Zone,Sam_SPEC_CD_1,Sam_SPEC_PCT_1,Sam_SPEC_CD_2,Sam_SPEC_PCT_2,Sam_SPEC_CD_3,Sam_SPEC_PCT_3,satellite,PLI_PC,SX_PC,BL_PC,FDI_PC,SB_PC,SE_PC,AT_PC,ACT_PC,conifer_PC,broadleaf_PC,CBI_dNBR_VRI_March2021_csv_new_test,CBI_dNBR_VRI_March2021_csv_AOS_YEAR,CBI_dNBR_VRI_March2021_csv_AOS_FHF,CBI_dNBR_VRI_March2021_csv_AOS_SEV,BUFF_DIST,FEATURE_ID,MAP_ID,POLYGON_ID,OPENING_IND,POLYGON_AREA,SURFACE_EXPRESSION,MODIFYING_PROCESS,SITE_POSITION_MESO,SOIL_NUTRIENT_REGIME,BCLCS_LEVEL_2,BCLCS_LEVEL_3,BCLCS_LEVEL_4,BCLCS_LEVEL_5,REFERENCE_YEAR,ATTRIBUTION_BASE_DATE,PROJECTED_DATE,SHRUB_HEIGHT,SHRUB_CROWN_CLOSURE,SHRUB_COVER_PATTERN,HERB_COVER_TYPE,HERB_COVER_PATTERN,HERB_COVER_PCT,BRYOID_COVER_PCT,NON_VEG_COVER_PATTERN_1,NON_VEG_COVER_PCT_1,NON_VEG_COVER_TYPE_1,NON_VEG_COVER_PATTERN_2,NON_VEG_COVER_PCT_2,NON_VEG_COVER_TYPE_2,NON_VEG_COVER_PATTERN_3,NON_VEG_COVER_PCT_3,NON_VEG_COVER_TYPE_3,NON_VEG_COVER_SUM,LAND_COVER_CLASS_CD_1,EST_COVERAGE_PCT_1,SOIL_MOISTURE_REGIME_1,LAND_COVER_CLASS_CD_2,EST_COVERAGE_PCT_2,SOIL_MOISTURE_REGIME_2,LAND_COVER_CLASS_CD_3,EST_COVERAGE_PCT_3,SOIL_MOISTURE_REGIME_3,ORG_UNIT_CODE,BEC_ZONE_CODE,BEC_SUBZONE,BEC_VARIANT,BEC_PHASE,EARLIEST_NONLOGGING_DIST_TYPE,EARLIEST_NONLOGGING_DIST_DATE,STAND_PERCENTAGE_DEAD,FREE_TO_GROW_IND,HARVEST_DATE,QUAD_DIAM_125,EST_SITE_INDEX_SPECIES_CD,EST_SITE_INDEX,CROWN_CLOSURE,CROWN_CLOSURE_CLASS_CD,SITE_INDEX,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,VRI_DEAD_STEMS_PER_HA,TREE_COVER_PATTERN,VERTICAL_COMPLEXITY,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,SPECIES_CD_3,SPECIES_PCT_3,SPECIES_CD_4,SPECIES_PCT_4,SPECIES_CD_5,SPECIES_PCT_5,SPECIES_CD_6,SPECIES_PCT_6,PROJ_AGE_1,PROJ_AGE_CLASS_CD_1,PROJ_AGE_2,PROJ_AGE_CLASS_CD_2,PROJ_HEIGHT_1,PROJ_HEIGHT_CLASS_CD_1,PROJ_HEIGHT_2,PROJ_HEIGHT_CLASS_CD_2,LIVE_VOL_PER_HA_SPP1_125,LIVE_VOL_PER_HA_SPP2_125,LIVE_VOL_PER_HA_SPP3_125,LIVE_VOL_PER_HA_SPP4_125,LIVE_STAND_VOLUME_125,DEAD_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA
BS066,2006,IBM,L,Medium,6,0.327566077,0.332724392,0.231757879,0.431809843,0.200051963,R21721,Nadina,2,1.75,3,1.8,2.23,1.8,2.11,918.252014,340,2,680785,5980041,9,SX,95,BL,5, ,0,Sentinel 2,0,95,5,0,0,0,0,0,100,0,100,2006,IBM,L,30,13378367,9.30E+101,88284145,N,7.7,N,N,L,C,T,W,TC,SP,2012,2016-02-05,2016-01-01,4,45,8,,,,,2,1,RI,,,,,,,1,TC,100,7,,,,,,,DND,SBS,dk,,,IBM,2012-01-01,58,N,,26.791,,,10,1,11.6,7.91956,149,180,8,3,SX,95,AT,5,,,,,,,,,184,8,164,8,28.3,3,26.2,3,53.866,1.805,,,55.671,97.874,25.977,5.103,2.594,3.068
BS066,2006,IBM,L,Medium,6,0.327566077,0.332724392,0.231757879,0.431809843,0.200051963,R21721,Nadina,2,1.75,3,1.8,2.23,1.8,2.11,918.252014,340,2,680785,5980041,9,SX,95,BL,5, ,0,Sentinel 2,0,95,5,0,0,0,0,0,100,0,100,2006,IBM,L,30,13377767,9.30E+101,87933845,N,17.9,N,N,M,C,T,U,TC,SP,2012,2016-03-22,2016-01-01,0.4,45,8,HF,3,15,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,IBM,2012-01-01,68,N,,26.986,,,10,1,11.4,12.81221,244,550,8,3,SX,95,BL,5,,,,,,,,,164,8,134,7,26.4,3,21.5,3,76.903,4.016,,,80.919,202.218,36.493,7.337,4.066,4.085
BS067,2006,IBM,L,High,7,0.751578127,0.768857062,0.661518395,0.815770149,0.154251754,R21721,Nadina,3,2.75,2.88,2.4,2.88,2.4,2.75,840.490051,40,5,677030,5980383,9,PL,67,SX,33, ,0,Sentinel 2,67,33,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13378802,9.30E+101,67414200,N,2,N,N,M,C,N,U,SL,OP,2012,2015-12-31,2016-01-01,0.3,45,8,HE,8,45,,,,,,,,,,,0,SL,100,4,,,,,,,DND,SBS,dk,,,,,,N,,,PLI,18,,,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS067,2006,IBM,L,High,7,0.751578127,0.768857062,0.661518395,0.815770149,0.154251754,R21721,Nadina,3,2.75,2.88,2.4,2.88,2.4,2.75,840.490051,40,5,677030,5980383,9,PL,67,SX,33, ,0,Sentinel 2,67,33,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13378235,9.30E+101,66424170,Y,0.7,N,N,M,C,T,U,TC,SP,2009,2016-02-10,2016-01-01,0.3,25,3,HF,3,25,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,2008-01-01,,PLI,17,10,1,17,0,1050,0,9,1,PLI,67,SX,33,,,,,,,,,8,1,8,1,1.6,1,0.4,1,,,,,,,,,,
BS068,2006,IBM,M,High,7,0.907843334,0.898984432,0.855250955,0.970366478,0.115115523,R21721,Nadina,2.9,2.63,2.88,2.7,2.81,2.7,2.78,860.243103,90,12,636525,5983312,9,SX,75,PLI,25, ,0,Sentinel 2,25,75,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,13766202,9.30E+98,30816852,N,28,N,N,M,C,T,U,TC,SP,2014,2015-01-01,2016-01-01,0.7,40,8,HE,3,20,10,2,4,RZ,,,,,,,4,TC,100,4,,,,,,,DND,SBS,mc,2,,IBM,2007-01-01,69,N,,18.999,,,15,1,8.1,9.03918,375,600,3,3,SX,75,PLI,25,,,,,,,,,132,7,148,8,17.3,2,22.3,3,24.569,17.453,,,42.022,134.14,22.456,3.67,2.293,2.382
BS069,2006,IBM,M,Medium,7,0.356125955,0.391647041,0.1805287,0.475357562,0.294828862,R21721,Nadina,1.7,2.5,2.88,1.1,2.31,1.1,1.97,876.067993,220,13,636982,5983287,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,13766105,9.30E+98,35016925,N,24,N,N,M,C,T,U,TB,SP,2013,2015-01-01,2016-01-01,0.4,40,8,HE,8,30,,2,4,RZ,,,,,,,4,TB,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,25.885,,,15,1,11.9,10.19372,197,5,3,3,AT,90,SX,10,,,,,,,,,133,7,133,7,20.2,3,18.3,2,31.145,5.8,,,36.945,,32.089,5.569,1.305,6.755
BS070,2012,ID6,M,Unburned,8,-0.001301512,-0.011859208,-0.039385676,0.093164206,0.132549882,R21721,Nadina,0,0,0,0,0,0,0,904.461304,156,not recorded,637969,5984388,9,PLI,85,SX,15, ,0,Sentinel 2,85,15,0,0,0,0,0,0,100,0,100,2012,ID6,M,30,13766373,9.30E+98,38227531,N,6.3,N,N,M,C,T,U,TC,OP,2013,2015-01-02,2016-01-01,0.5,20,3,HE,3,10,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,Y,1981-01-01,14.387,,,50,5,16.1,12.96455,1436,5,9,2,PLI,85,SX,15,,,,,,,,,35,2,35,2,10.9,2,10.5,2,12.316,1.741,,,14.057,,23.465,2.848,2.322,2.364
BS071,2012,DLV,L,Medium,7,0.231403244,0.19018802,0.079414845,0.394049346,0.314634502,R21721,Nadina,0,0,0,0,0,0,0,944.788513,242,10,638702,5984383,9,AT,85,SX,10,PLI,5,Sentinel 2,5,10,0,0,0,0,85,0,15,85,100,2012,DLV,L,30,13766002,9.30E+98,42807480,N,14.2,N,N,M,C,T,U,TB,OP,2013,2015-01-02,2016-01-01,0.5,20,3,HE,3,10,,2,3,RZ,,,,,,,3,TB,100,4,,,,,,,DND,SBS,mc,2,,,,,Y,1981-01-01,16.476,,,40,4,21.2,27.75481,2018,0,8,3,AT,85,SX,10,PLI,5,,,,,,,35,2,35,2,16.1,2,10.5,2,61.538,0.777,8.456,,70.771,,67.905,11.459,2.944,13.909
BS072,2006,IBM,M,Medium,7,0.631184867,0.63576299,0.564218104,0.682657719,0.118439615,R21721,Nadina,3,2.75,2.88,0,2.88,0,2.08,902.109924,180,14,635810,5980316,9,PLI,50,SX,30,BL,20,Sentinel 2,0,30,20,0,0,0,50,0,50,50,100,2006,IBM,M,30,13766359,9.30E+98,24665175,N,14.1,N,N,M,C,T,U,TC,SP,2013,2015-01-04,2016-01-01,0.3,15,3,HE,8,65,,2,3,RZ,,,,,,,3,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,N,2008-01-01,,PLI,18,11,1,18,0,1677,2,9,2,PLI,50,SX,30,BL,20,,,,,,,5,1,5,1,0.8,1,0.2,1,,,,,,,,,,
BS073,2006,IBM,M,Medium,8,0.64264562,0.624744922,0.555841923,0.75563544,0.199793518,R21721,Nadina,3,2.88,3,2.5,2.96,2.5,2.83,904.741211,139,12,637373,5979573,9,SX,71,PLI,29, ,0,Sentinel 2,29,71,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,13766531,9.30E+98,27554666,N,73.5,N,N,M,C,T,U,TC,SP,2013,2015-01-08,2016-01-01,0.3,15,3,HE,8,65,,2,4,RZ,,,,,,,4,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,N,2009-01-01,,SX,19,11,1,19,0,1368,2,9,1,SX,71,PLI,29,,,,,,,,,4,1,4,1,0.2,1,0.5,1,,,,,,,,,,
BS074,, , ,Unburned,7,-0.060797155,-0.061258733,-0.079007149,-0.041257679,0.037749469,R21721,Nadina,0,0,0,0,0,0,0,874.584412,flat,0,637641,5979792,9,PLI,100, ,0, ,0,Sentinel 2,100,0,0,0,0,0,5,0,100,5,105,,,,30,13914596,9.30E+98,37404745,N,45.3,N,N,M,C,T,U,TC,OP,2013,2015-01-05,2016-01-01,0.5,10,3,HE,3,15,,2,5,RZ,,,,,,,5,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,Y,1981-01-01,13.77,,,50,5,16.1,26.54973,3412,0,9,2,PLI,100,,,,,,,,,,,35,2,,,10.9,2,,,18.746,,,,18.746,,47.722,5.271,4.684,4.742
BS075,2006,IBM,S,High,7,0.417495553,0.382510722,0.338416338,0.532093763,0.193677425,R11498,Shovel,2.4,2.75,2.75,2,2.62,2,2.44,903.061646,246,5,393766,6003388,10,SX,75,PLI,15,BL,10,Sentinel 2,15,75,10,0,0,0,0,0,100,0,100,2006,IBM,S,30,13157444,093K017,8509468,N,34.5,N,N,M,C,T,U,TC,OP,2015,2015-10-26,2016-01-01,1.5,30,9,HF,3,15,,2,7,RZ,,,,,,,7,TC,100,4,,,,,,,DVA,SBS,dw,3,,IBM,2005-01-01,26,N,,24.314,,,30,3,11.2,14.06123,339,250,9,4,SX,75,PLI,15,BL,10,,,,,,,105,6,101,6,18.4,2,17.1,2,49.612,12.255,6.441,,68.308,24.229,32.143,5.99,3.727,3.57
BS076,2010,IBM,T,Medium,7,0.465330822,0.48443684,0.264405638,0.582445264,0.318039626,R11498,Shovel,2.67,2.13,1.63,1.9,2.09,1.9,2.03,998.001465,flat,0,393732,6004638,10,PLI,90,SX,5,AT,5,Sentinel 2,90,5,0,0,0,0,5,0,95,5,100,2010,IBM,T,30,13157382,093K017,8410323,N,57.4,N,N,M,C,T,U,TC,OP,2012,2015-10-26,2016-01-01,1,15,3,HE,3,5,,2,5,RZ,,,,,,,5,TC,100,4,,,,,,,DVA,SBS,dw,3,,,,,Y,1990-01-01,,PLI,16,50,5,16,10,3000,0,9,1,PLI,90,SX,5,AT,5,,,,,,,24,2,24,2,8,1,8,1,,,,,,,,,,
BS077,2006,IBM,M,High,7,0.202081276,0.188456938,0.073164091,0.405369222,0.332205132,R11498,Shovel,2.6,2.75,3,2.6,2.77,2.6,2.72,999.223755,176,25,388275,6008177,10,SX,70,BL,20,PLI,10,Sentinel 2,10,70,20,0,0,0,0,0,100,0,100,2006,IBM,M,30,13283705,093K027,74472161,Y,4.5,N,N,M,C,T,U,TC,SP,2008,2016-01-28,2016-01-01,0.5,25,9,HE,9,25,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,2007-06-30,,PLI,15,10,1,15,0,1491,0,9,1,PLI,66,SX,34,,,,,,,,,9,1,9,1,1.5,1,0.4,1,,,,,,,,,,
BS077,2006,IBM,M,High,7,0.202081276,0.188456938,0.073164091,0.405369222,0.332205132,R11498,Shovel,2.6,2.75,3,2.6,2.77,2.6,2.72,999.223755,176,25,388275,6008177,10,SX,70,BL,20,PLI,10,Sentinel 2,10,70,20,0,0,0,0,0,100,0,100,2006,IBM,M,30,13283554,093K027,74052097,N,9,N,N,M,C,T,U,TC,OP,2012,2016-01-28,2016-01-01,1,15,4,,,,,,,,,,,,,,0,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,28.561,,,45,4,12,25.36286,447,75,8,3,SX,70,BL,20,PLI,10,,,,,,,139,7,119,6,24.5,3,22.5,3,127.072,34.34,20.717,,182.129,,83.37,16.441,10.72,9.548
BS078,2006,IBM,M,High,7,0.344529199,0.410935134,-0.061971188,0.579851091,0.641822278,R11498,Shovel,1.38,1.5,1.25,2.2,1.38,2.2,1.62,1005.064819,348,2,394887,6012945,10,PLI,80,SX,15,AT,5,Sentinel 2,80,15,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13283418,093K027,12435271,N,10.5,N,N,M,C,T,U,TC,OP,2012,2016-02-08,2016-01-01,1,10,9,,,,,,,,,,,,,,0,TC,100,4,,,,,,,DVA,SBS,mc,2,,IBM,2012-01-01,33,N,,19.923,,,50,5,12.1,10.516741,455,200,8,4,SX,70,BL,20,PLI,10,,,,,,,94,5,89,5,17.8,2,16.7,2,33.656,9.483,6.772,,49.911,32.108,26.177,5.157,3.399,3.003
BS078,2006,IBM,M,High,7,0.344529199,0.410935134,-0.061971188,0.579851091,0.641822278,R11498,Shovel,1.38,1.5,1.25,2.2,1.38,2.2,1.62,1005.064819,348,2,394887,6012945,10,PLI,80,SX,15,AT,5,Sentinel 2,80,15,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13284259,093K027,12185103,N,4.3,N,N,M,C,T,U,TC,OP,2012,2016-02-02,2016-01-01,1,15,1,,,,,2,2,RZ,2,2,RI,,,,4,TC,80,4,SL,20,5,,,,DVA,SBS,mc,2,,IBM,2012-01-01,33,N,,22.746,,,40,4,17.1,29.99999,765,400,8,3,PLI,80,SX,15,AT,5,,,,,,,94,5,94,5,22.4,3,22.8,3,171.507,30.981,5.779,,208.267,102.831,107.378,13.382,10.317,11.42
BS078,2006,IBM,M,High,7,0.344529199,0.410935134,-0.061971188,0.579851091,0.641822278,R11498,Shovel,1.38,1.5,1.25,2.2,1.38,2.2,1.62,1005.064819,348,2,394887,6012945,10,PLI,80,SX,15,AT,5,Sentinel 2,80,15,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13283976,093K027,13075295,N,10.7,N,N,M,C,T,U,TC,SP,2012,2016-02-03,2016-01-01,3,65,8,HE,4,15,,2,2,RI,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,20.165,,,15,1,6.8,5.24467,205,25,3,4,SX,70,SB,20,PLI,10,,,,,,,139,7,139,7,15.5,2,8.2,1,14.29,4.083,2.867,,21.24,,10.882,2.024,1.13,1.185
BS079,2006,IBM,M,High,6,0.636079311,0.633517772,0.62030983,0.657553494,0.037243664,R11498,Shovel,2.5,2.75,2.88,2.7,2.69,2.7,2.69,1012.006836,180,23,394800,6012873,10,SE,70,BL,30, ,0,Sentinel 2,0,0,30,0,0,70,0,0,100,0,100,2006,IBM,M,30,13284248,093K028,27875131,N,144.8,N,N,M,C,T,U,TC,OP,2015,2015-11-24,2016-01-01,1,5,4,HF,4,10,,,,,,,,,,,0,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,43.608,,,60,6,14.2,47.96526,450,75,8,3,SE,70,BL,30,,,,,,,,,241,8,151,8,33,4,26.1,3,308.46,105.016,,,413.476,,190.212,40.31,26.289,22.421
BS079,2006,IBM,M,High,6,0.636079311,0.633517772,0.62030983,0.657553494,0.037243664,R11498,Shovel,2.5,2.75,2.88,2.7,2.69,2.7,2.69,1012.006836,180,23,394800,6012873,10,SE,70,BL,30, ,0,Sentinel 2,0,0,30,0,0,70,0,0,100,0,100,2006,IBM,M,30,13284259,093K027,12185103,N,4.3,N,N,M,C,T,U,TC,OP,2012,2016-02-02,2016-01-01,1,15,1,,,,,2,2,RZ,2,2,RI,,,,4,TC,80,4,SL,20,5,,,,DVA,SBS,mc,2,,IBM,2012-01-01,33,N,,22.746,,,40,4,17.1,29.99999,765,400,8,3,PLI,80,SX,15,AT,5,,,,,,,94,5,94,5,22.4,3,22.8,3,171.507,30.981,5.779,,208.267,102.831,107.378,13.382,10.317,11.42
BS080,, , ,High,6,0.601232092,0.601761162,0.552528143,0.638013601,0.085485458,R11498,Shovel,2.67,2.13,1.25,2,1.95,2,1.97,970.998413,90,10,394143,6013143,10,PLI,50,SX,40,BL,10,Sentinel 2,50,40,0,10,0,0,0,0,100,0,100,,,,30,13527668,093K027,9045056,Y,60.9,N,N,M,C,T,U,TC,OP,2012,2016-02-03,2016-01-01,0.5,15,9,HE,9,15,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,Y,1972-01-01,19.394,,,60,6,20.4,28.430191,1300,25,8,2,PLI,50,SX,40,BL,10,,,,,,,40,2,40,2,16.4,2,16.3,2,74.506,41.648,10.029,,126.183,,69.935,10.64,7.858,7.454
BS081,2006,IBM,M,Medium,7,0.065164597,0.060051311,0.02835387,0.146008462,0.117654592,R11498,Shovel,2.2,2.38,2.13,2.4,2.23,2.4,2.28,915.863403,0,22,382959,6009792,10,PLI,90,AT,5,SX,5,Sentinel 2,90,5,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13954979,093K027,45563122,N,33,U,N,M,C,T,U,TC,OP,2012,2016-02-01,2016-01-01,0.5,25,9,HE,3,5,,2,2,RZ,1,2,LA,,,,4,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,17.743,,,40,4,12,30.557461,1459,500,8,3,PLI,90,AT,5,SX,5,,,,,,,84,5,84,5,15.4,2,15.4,2,113.791,4.465,4.921,,123.177,,75.79,8.874,7.202,8.049
BS082,2006,IBM,L,High,5,0.229095212,0.232612744,0.172279537,0.311406344,0.139126807,R11498,Shovel,2.2,2,1.75,1.9,2,1.9,1.97,850.781799,181,2,381058,6007779,10,SX,80,PLI,15,SB,5,Sentinel 2,15,80,0,0,5,0,0,0,100,0,100,2006,IBM,L,30,13220693,093K026,33311654,N,20.8,N,N,M,C,T,U,TC,SP,2015,2016-01-26,2016-01-01,0.5,15,9,HE,9,25,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,dw,3,,IBM,2015-01-01,30,N,,22.563,,,15,1,12,22.961611,665,256,8,3,SX,80,PLI,15,SB,5,,,,,,,139,7,93,5,24.4,3,19.8,3,107.558,21.655,6.722,,135.935,58.991,64.81,11.841,6.713,7.031
BS082,2006,IBM,L,High,5,0.229095212,0.232612744,0.172279537,0.311406344,0.139126807,R11498,Shovel,2.2,2,1.75,1.9,2,1.9,1.97,850.781799,181,2,381058,6007779,10,SX,80,PLI,15,SB,5,Sentinel 2,15,80,0,0,5,0,0,0,100,0,100,2006,IBM,L,30,13221313,093K026,33581773,N,2.1,N,N,M,C,T,U,TB,OP,2012,2016-01-19,2016-01-01,1,10,9,,,,,,,,,,,,,,0,TB,100,4,,,,,,,DVA,SBS,dw,3,,,,,N,,27.875,,,55,5,17.1,35.923759,579,25,8,3,AT,95,SX,5,,,,,,,,,114,6,149,8,25.4,3,31.4,4,171.556,17.759,,,189.315,,149.311,25.792,5.76,31.917
BS083,2006,IBM,M,Medium,7,0.039266942,0.034120739,-0.123901039,0.264023155,0.387924194,R11498,Shovel,0.4,1.5,0,0.3,0.62,0.3,0.53,907.456421,flat,0,383216,6005761,10,AT,90,SX,5,PLI,5,Sentinel 2,5,5,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,13157642,093K017,46900694,N,2.3,N,N,M,C,T,U,TB,OP,2012,2015-10-25,2016-01-01,2,15,3,,,,,2,2,RZ,,,,,,,2,TB,100,4,,,,,,,DVA,SBS,dw,3,,,,,N,,33.886,,,60,6,16.3,55.000008,600,20,9,3,AT,90,SX,5,PLI,5,,,,,,,94,5,94,5,22.5,3,20.8,3,233.531,17.051,20.815,,271.397,,188.051,31.788,7.76,39.186
BS084,2006,IBM,L,High,8,0.484405525,0.480666906,0.40079698,0.563806057,0.163009077,R11498,Shovel,2.5,2.38,2.38,2.4,2.42,2.4,2.41,922.506836,280,5,381953,6007187,10,PLI,75,SX,20,SB,5,Sentinel 2,75,20,0,0,5,0,0,0,100,0,100,2006,IBM,L,30,13526067,093K016,35261328,N,35.1,U,N,M,C,T,U,TC,SP,2012,2015-10-01,2016-01-01,1,30,8,HE,3,15,,2,3,RZ,,,,,,,3,TC,100,3,,,,,,,DVA,SBS,dw,3,,IBM,2005-01-01,40,N,,25.178,,,25,2,13,15.25132,291,200,8,4,PLI,75,SX,20,SB,5,,,,,,,74,4,74,4,15.5,2,17,2,54.626,14.037,3.509,,72.172,64.354,35.63,4.617,3.548,3.627
BS085,2006,IBM,L,High,7,0.221390037,0.200153738,0.133826733,0.314947546,0.181120813,R11498,Shovel,2.3,2.63,1.5,2.7,2.15,2.7,2.31,957.105042,290,15,381957,6007530,10,SX,40.09999847,PLI,39.90000153,AT,10,Sentinel 2,40,40,10,0,0,0,10,0,90,10,100,2006,IBM,L,30,13525067,093K026,39921635,N,14.1,N,N,M,C,T,U,TC,OP,2012,2016-01-26,2016-01-01,1,30,8,HE,3,10,,,,,,,,,,,0,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,27.942,,,35,3,9.5,30.058121,496,125,9,3,SX,70,PLI,25,AT,5,,,,,,,154,8,154,8,22.5,3,20.2,3,127.526,50.509,5.638,,183.673,,88.4,15.089,8.725,10.04
BS085,2006,IBM,L,High,7,0.221390037,0.200153738,0.133826733,0.314947546,0.181120813,R11498,Shovel,2.3,2.63,1.5,2.7,2.15,2.7,2.31,957.105042,290,15,381957,6007530,10,SX,40.09999847,PLI,39.90000153,AT,10,Sentinel 2,40,40,10,0,0,0,10,0,90,10,100,2006,IBM,L,30,13221376,093K026,38601675,N,5.7,N,N,M,C,T,U,TC,OP,2012,2016-01-19,2016-01-01,0.5,15,9,,,,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,20.159,,,50,5,15.6,16.4779,675,75,8,3,SX,40.0999985,PLI,39.9000015,AT,10,BL,10,,,,,74,4,74,4,18,2,17.6,2,34.028,40.714,6.379,6.449,87.57,,48.058,7.684,5.051,5.735
BS086,2006,IBM,M,High,7,0.193555937,0.18954803,0.080154531,0.30461511,0.224460579,R11498,Shovel,2.38,2.5,2.88,0,2.58,0,1.82,912.690918,170,11,380929,6020044,10,PLI,72,SX,28, ,0,Sentinel 2,72,28,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,13526801,093K036,28578961,Y,44.2,N,N,M,C,T,U,TC,SP,2007,2015-10-29,2016-01-01,0.5,25,9,HE,9,25,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,2007-01-01,,PLI,18,10,1,18,0,1563,0,9,1,PLI,72,SX,28,,,,,,,,,10,1,10,1,2.3,1,0.6,1,,,,,,,,,,
BS087,2006,IBM,L,Medium,7,0.03814045,0.044826299,-0.013978213,0.089689702,0.103667915,R11498,Shovel,1.88,2.63,2.25,1.9,2.25,1.9,2.15,973.657715,72,10,388056,6017728,10,PLI,100, ,0, ,0,Sentinel 2,100,0,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13954529,093K027,68637835,Y,46.5,N,N,M,C,T,U,TC,OP,2012,2016-02-09,2016-01-01,0.5,25,9,HE,9,25,,2,2,RZ,,,,,,,2,TC,100,3,,,,,,,DVA,SBS,mc,2,,,,,Y,1999-12-01,,PLI,18,35,3,18,5,7040,0,9,1,PLI,100,,,,,,,,,,,14,1,,,3.9,1,,,,,,,,,,,,
BS087,2006,IBM,L,Medium,7,0.03814045,0.044826299,-0.013978213,0.089689702,0.103667915,R11498,Shovel,1.88,2.63,2.25,1.9,2.25,1.9,2.15,973.657715,72,10,388056,6017728,10,PLI,100, ,0, ,0,Sentinel 2,100,0,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13954545,093K027,72567819,N,5.3,N,N,M,C,T,U,TC,SP,2012,2016-02-09,2016-01-01,1,10,9,,,,,,,,,,,,,,0,TC,100,4,,,,,,,DVA,SBS,mc,2,,IBM,2012-01-01,71,N,,23.558,,,15,1,16,9.982679,244,500,9,3,PLI,70,AT,20,SB,5,SX,5,,,,,139,7,94,5,24.2,3,23.5,3,55.106,7.766,3.312,3.312,69.496,189.842,39.879,5.161,3.429,4.956
BS087,2006,IBM,L,Medium,7,0.03814045,0.044826299,-0.013978213,0.089689702,0.103667915,R11498,Shovel,1.88,2.63,2.25,1.9,2.25,1.9,2.15,973.657715,72,10,388056,6017728,10,PLI,100, ,0, ,0,Sentinel 2,100,0,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13954580,093K027,70907743,N,2.1,N,U,M,C,T,U,TM,SP,2012,2016-02-09,2016-01-01,1,15,9,HE,8,55,,,,,,,,,,,0,TM,100,4,,,,,,,DVA,SBS,mc,2,,,,,N,,26.308,,,15,1,17.2,5.54448,158,25,3,4,AT,70,SX,20,SB,10,,,,,,,94,5,94,5,23.5,3,15.7,2,20.698,4.634,2.317,,27.649,,19.71,3.481,0.959,3.903
